id,name,relationship,relative,relativename
Q10800073,Nguyễn Xuân Phúc,spouse,Q99297852,Tran Thi Nguyet Thu
Q10806892,Phạm Bình Minh,father,Q10799024,Nguyen Co Thach
Q10806940,Phạm Minh Chính,relative,Q10807041,Phạm Trí Thức
Q10807041,Phạm Trí Thức,relative,Q10806940,Phạm Minh Chính
Q139324,Trần Đức Lương,child,Q24954814,Trần Tuấn Anh
Q2595973,Vuong Dinh Hue,spouse,Q24959112,Nguyễn Vân Chi
Q369596,Nong Duc Manh,child,Q10801985,Nông Quốc Tuấn
Q369596,Nong Duc Manh,spouse,Q10842166,Đỗ Thị Huyền Tâm
Q379489,Phan Van Khai,spouse,Q10799694,Nguyễn Thị Sáu
Q57400,Nguyen Minh Triet,spouse,Q7833319,Tran Thi Kim Chi
Q57600,Nguyen Tan Dung,child,Q10799491,Nguyễn Thanh Nghị
Q7833292,Trần Đại Quang,relative,Q16158905,Trần Quốc Tỏ
Q7833292,Trần Đại Quang,sibling,Q16158905,Trần Quốc Tỏ
Q7847999,Truong Hoa Binh,father,Q10828756,Trương Văn Bang
